make,manufactured,reg_date,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
mini,2008.0,2008.0,sports car,auto,85.0,1598.0,3.0,7690.0,38192.0,1039.0,25761.0,108074.0,34158.0,34158.0,57100.0
mitsubishi,2018.0,2018.0,hatchback,auto,59.0,1193.0,1.0,7940.0,36426.0,506.0,28649.0,30500.0,14750.0,5000.0,62500.0
volvo,2015.0,2016.0,hatchback,auto,90.0,1498.0,2.0,9860.0,51301.0,684.0,35824.0,106000.0,22664.0,18730.0,58300.0
mini,2012.0,2012.0,sports car,auto,135.0,1598.0,4.0,96690.0,73501.0,742.0,25662.0,49558.0,31098.0,31098.0,140900.0
mercedes-benz,2020.0,2021.0,suv,auto,200.0,1991.0,1.0,25070.0,49500.0,1202.0,103059.0,652.0,63989.0,87181.0,311300.0
audi,2015.0,2015.0,luxury sedan,auto,140.0,1798.0,2.0,14740.0,57501.0,976.0,58409.0,79400.0,44500.0,49300.0,97700.0
mitsubishi,2018.0,2018.0,hatchback,auto,59.0,1193.0,1.0,8240.0,36890.0,506.0,28067.0,7446.0,14949.0,5000.0,62500.0
volkswagen,2009.0,2010.0,sports car,auto,155.0,1984.0,4.0,8470.0,38071.0,1433.0,32147.0,160000.0,30348.0,30348.0,78600.0
opel,2018.0,2019.0,stationwagon,auto,110.0,1399.0,1.0,9210.0,43102.0,626.0,51576.0,30000.0,23456.0,24839.0,91100.0
subaru,2016.0,2017.0,suv,auto,177.0,1998.0,1.0,12720.0,48209.0,1210.0,41097.0,81900.0,19363.0,19363.0,87800.0
hyundai,2019.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,7980.0,28589.0,738.0,33333.0,64000.0,14586.0,14586.0,76800.0
toyota,2015.0,2016.0,mid-sized sedan,auto,90.0,1598.0,3.0,9640.0,45002.0,742.0,33891.0,103000.0,17804.0,17804.0,60300.0
hyundai,2015.0,2015.0,mid-sized sedan,auto,97.0,1591.0,1.0,9340.0,58700.0,738.0,32449.0,120000.0,14640.0,14640.0,48200.0
mercedes-benz,2018.0,2018.0,stationwagon,auto,90.0,1595.0,1.0,13970.0,28000.0,740.0,47980.0,23052.0,31837.0,36572.0,132900.0
porsche,2006.0,2006.0,sports car,auto,353.0,3600.0,5.0,45940.0,46048.0,4986.0,21952.0,187000.0,186117.0,204729.0,240900.0
mercedes-benz,2017.0,2017.0,hatchback,auto,90.0,1595.0,1.0,14180.0,42339.0,740.0,38725.0,38000.0,20614.0,15860.0,107600.0
hyundai,2019.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,8530.0,31917.0,738.0,36642.0,20000.0,14695.0,14695.0,83400.0
kia,2018.0,2018.0,mpv,auto,104.0,1685.0,1.0,10290.0,44000.0,1318.0,44824.0,60000.0,21640.0,22296.0,86900.0
volkswagen,2013.0,2013.0,hatchback,auto,90.0,1395.0,4.0,14470.0,75556.0,624.0,19261.0,90000.0,20925.0,6295.0,36100.0
bmw,2018.0,2019.0,luxury sedan,auto,190.0,1998.0,1.0,23660.0,37620.0,1210.0,87433.0,39000.0,59601.0,79282.0,240700.0
honda,2019.0,2019.0,hatchback,auto,73.0,1317.0,1.0,7990.0,26659.0,578.0,24623.0,27000.0,15700.0,5700.0,70200.0
mazda,2017.0,2018.0,mid-sized sedan,auto,88.0,1496.0,2.0,8570.0,46778.0,682.0,41269.0,55100.0,15108.0,15108.0,68600.0
toyota,2013.0,2014.0,mpv,auto,125.0,2362.0,3.0,18390.0,77003.0,1638.0,48157.0,78542.0,40277.0,48388.0,78000.0
mercedes-benz,2011.0,2013.0,sports car,auto,150.0,1796.0,1.0,25290.0,58090.0,974.0,41409.0,163000.0,48124.0,59374.0,74600.0
bmw,2018.0,2018.0,mpv,auto,75.0,1499.0,2.0,11790.0,36426.0,684.0,50873.0,24000.0,30479.0,34671.0,107600.0
toyota,2006.0,2006.0,hatchback,auto,64.0,1298.0,1.0,8170.0,45578.0,849.0,21640.0,132201.0,14883.0,16372.0,42700.0
bmw,2013.0,2014.0,luxury sedan,auto,100.0,1598.0,1.0,14550.0,72290.0,742.0,36266.0,88100.0,35258.0,31362.0,55900.0
lexus,2017.0,2017.0,luxury sedan,auto,180.0,1998.0,2.0,15120.0,48005.0,1210.0,62926.0,68000.0,37274.0,44184.0,127600.0
skoda,2019.0,2019.0,suv,auto,132.0,1984.0,1.0,15120.0,43102.0,1194.0,62379.0,32800.0,33475.0,38865.0,149600.0
bmw,2019.0,2020.0,luxury sedan,auto,135.0,1998.0,1.0,16540.0,40790.0,1210.0,74449.0,17000.0,46340.0,56876.0,196900.0
audi,2020.0,2020.0,stationwagon,auto,331.0,2894.0,1.0,38780.0,40989.0,2262.0,115708.0,652.0,73398.0,104117.0,448800.0
bmw,2011.0,2011.0,sports car,auto,309.0,3999.0,5.0,17440.0,47316.0,4343.0,45825.0,90000.0,92561.0,92561.0,185800.0
toyota,2016.0,2016.0,mpv,auto,105.0,1798.0,1.0,11330.0,55501.0,976.0,43340.0,32440.0,19955.0,19955.0,74700.0
bmw,2020.0,2020.0,sports car,auto,285.0,2998.0,2.0,27190.0,40790.0,2384.0,98777.0,6192.0,64594.0,88270.0,322300.0
bmw,2014.0,2015.0,suv,auto,225.0,2979.0,2.0,22840.0,60101.0,2362.0,86206.0,60000.0,65511.0,89920.0,150200.0
volkswagen,2018.0,2018.0,luxury sedan,auto,132.0,1798.0,1.0,10860.0,32302.0,976.0,49390.0,50000.0,30535.0,34749.0,105400.0
audi,2016.0,2017.0,luxury sedan,auto,85.0,999.0,1.0,11620.0,51765.0,392.0,42151.0,88000.0,25406.0,17569.0,81200.0
toyota,2017.0,2017.0,suv,auto,90.0,1797.0,2.0,10990.0,53711.0,974.0,37669.0,76000.0,27723.0,5000.0,79100.0
honda,2015.0,2016.0,suv,auto,96.0,1496.0,1.0,10650.0,59200.0,682.0,33018.0,79288.0,19749.0,9749.0,57200.0
land rover,2016.0,2017.0,suv,auto,177.0,1999.0,2.0,17060.0,54405.0,1212.0,75432.0,38588.0,48155.0,59417.0,139200.0
volkswagen,2018.0,2019.0,hatchback,auto,92.0,1395.0,2.0,9550.0,26170.0,624.0,34344.0,28500.0,19904.0,19904.0,88900.0
mercedes-benz,2019.0,2020.0,sports car,auto,225.0,1991.0,1.0,21960.0,41101.0,1202.0,75283.0,15000.0,41013.0,49419.0,251800.0
mazda,2016.0,2017.0,mid-sized sedan,auto,88.0,1496.0,2.0,9700.0,50889.0,682.0,38445.0,73000.0,19508.0,14508.0,65800.0
audi,2020.0,2020.0,hatchback,auto,110.0,1395.0,1.0,11770.0,40990.0,624.0,55898.0,3185.0,23281.0,24594.0,131800.0
toyota,2015.0,2016.0,suv,auto,111.0,1986.0,2.0,12980.0,50089.0,1196.0,40249.0,47000.0,26957.0,24740.0,79000.0
honda,2019.0,2019.0,hatchback,auto,96.0,1498.0,1.0,8260.0,26659.0,684.0,33157.0,60000.0,16971.0,16971.0,79000.0
bmw,2014.0,2014.0,luxury sedan,auto,125.0,1598.0,2.0,14780.0,74801.0,742.0,43080.0,95000.0,35713.0,31999.0,68000.0
audi,2020.0,2020.0,sports car,auto,140.0,1984.0,1.0,23190.0,40690.0,1194.0,90557.0,5909.0,54723.0,70502.0,275000.0
bmw,2019.0,2020.0,luxury sedan,auto,135.0,1998.0,1.0,18650.0,40889.0,1210.0,80702.0,32619.0,51807.0,65253.0,207700.0
toyota,2018.0,2018.0,mpv,auto,134.0,2493.0,2.0,19170.0,38389.0,1792.0,67956.0,57000.0,46052.0,56473.0,175800.0
mercedes-benz,2015.0,2016.0,hatchback,auto,90.0,1595.0,2.0,14280.0,45002.0,740.0,28477.0,82879.0,21484.0,12078.0,76500.0
toyota,2016.0,2016.0,suv,auto,111.0,1986.0,1.0,13060.0,53001.0,1196.0,61414.0,42314.0,41886.0,45641.0,98800.0
mercedes-benz,2009.0,2009.0,hatchback,auto,85.0,1699.0,5.0,7620.0,33018.0,1032.0,25103.0,121000.0,27999.0,27999.0,63700.0
maserati,2012.0,2013.0,sports car,auto,338.0,4691.0,3.0,59380.0,95501.0,5030.0,87904.0,52000.0,131092.0,131092.0,180200.0
seat,2019.0,2020.0,suv,auto,110.0,1395.0,1.0,13850.0,37109.0,624.0,59827.0,23500.0,33199.0,38479.0,148300.0
bmw,2014.0,2014.0,hatchback,auto,100.0,1499.0,2.0,13280.0,72201.0,684.0,36592.0,133000.0,27922.0,21091.0,58100.0
audi,2019.0,2019.0,luxury sedan,auto,140.0,1984.0,1.0,17210.0,34000.0,1194.0,60973.0,30000.0,38154.0,45416.0,174800.0
mini,2012.0,2012.0,sports car,auto,135.0,1598.0,2.0,22440.0,78523.0,742.0,25126.0,115500.0,27925.0,27925.0,46100.0
jaguar,2018.0,2018.0,suv,auto,221.0,1997.0,2.0,16500.0,33900.0,1210.0,66142.0,32000.0,46734.0,57428.0,155100.0
audi,2010.0,2010.0,luxury sedan,auto,155.0,1984.0,1.0,9200.0,40714.0,1313.0,37992.0,85676.0,42697.0,42697.0,94500.0
audi,2015.0,2015.0,suv,auto,165.0,1984.0,1.0,14730.0,61001.0,1194.0,56185.0,76524.0,38063.0,45289.0,90000.0
bmw,2015.0,2016.0,luxury sedan,auto,100.0,1499.0,1.0,13060.0,46970.0,684.0,39264.0,71300.0,27737.0,25832.0,79000.0
kia,2018.0,2019.0,suv,auto,88.3,998.0,1.0,8760.0,25501.0,392.0,25533.0,23000.0,18575.0,8575.0,76900.0
honda,2015.0,2016.0,suv,auto,96.0,1496.0,3.0,11050.0,45000.0,682.0,27868.0,72868.0,20272.0,10381.0,61400.0
mercedes-benz,2014.0,2014.0,luxury sedan,auto,335.0,4663.0,3.0,29890.0,75700.0,4988.0,142405.0,95000.0,128650.0,203570.0,200000.0
bmw,2016.0,2016.0,luxury sedan,auto,180.0,1997.0,2.0,18960.0,57508.0,1210.0,68598.0,90000.0,46870.0,57618.0,134200.0
mercedes-benz,2015.0,2015.0,luxury sedan,auto,90.0,1595.0,1.0,15850.0,66590.0,740.0,42921.0,95424.0,27622.0,25671.0,82800.0
toyota,2019.0,2019.0,mpv,auto,80.0,1496.0,1.0,9110.0,26659.0,682.0,30169.0,40370.0,21966.0,12753.0,84500.0
audi,2018.0,2018.0,luxury sedan,auto,140.0,1984.0,1.0,16560.0,34381.0,1194.0,60477.0,36500.0,40480.0,48672.0,153800.0
mercedes-benz,2019.0,2020.0,luxury sedan,auto,100.0,1332.0,1.0,15960.0,38802.0,586.0,72249.0,25000.0,41193.0,49671.0,185700.0
mercedes-benz,2016.0,2017.0,hatchback,auto,90.0,1595.0,2.0,13140.0,50991.0,740.0,43324.0,66000.0,23657.0,20120.0,91100.0
audi,2020.0,2021.0,luxury sedan,auto,110.0,1984.0,1.0,13420.0,49489.0,1194.0,76713.0,10993.0,34789.0,40705.0,161700.0
bmw,2014.0,2015.0,luxury sedan,auto,125.0,1598.0,1.0,15280.0,76612.0,742.0,46925.0,55800.0,34207.0,29890.0,76800.0
kia,2009.0,2010.0,mid-sized sedan,manual,92.7,1591.0,2.0,6520.0,16438.0,886.0,12006.0,90000.0,12917.0,12917.0,26200.0
hyundai,2009.0,2009.0,mid-sized sedan,auto,89.7,1591.0,2.0,6290.0,30512.0,959.0,24176.0,177001.0,11223.0,11223.0,54800.0
subaru,2016.0,2016.0,suv,auto,84.0,1600.0,1.0,10060.0,50991.0,744.0,39436.0,94160.0,17340.0,17340.0,66900.0
toyota,2017.0,2017.0,mpv,auto,134.0,2494.0,2.0,18270.0,50110.0,1792.0,71330.0,45339.0,45431.0,55604.0,149400.0
honda,2018.0,2019.0,mpv,auto,101.0,1496.0,1.0,11190.0,43102.0,682.0,47650.0,20000.0,26129.0,18581.0,106500.0
toyota,2010.0,2010.0,mid-sized sedan,auto,90.0,1598.0,3.0,7750.0,16570.0,816.0,13592.0,138343.0,16446.0,16446.0,35000.0
mazda,2015.0,2016.0,luxury sedan,auto,141.0,2488.0,2.0,10950.0,60003.0,1786.0,46128.0,74500.0,25858.0,28202.0,68500.0
mazda,2017.0,2017.0,mid-sized sedan,auto,88.0,1496.0,1.0,9470.0,47112.0,682.0,39760.0,62300.0,18998.0,13998.0,72400.0
mercedes-benz,2015.0,2016.0,luxury sedan,auto,135.0,1991.0,2.0,16340.0,47604.0,1202.0,68202.0,61000.0,52377.0,66279.0,118800.0
volkswagen,2014.0,2015.0,sports car,auto,162.0,1984.0,3.0,18690.0,72890.0,1194.0,46981.0,98000.0,34052.0,34673.0,88000.0
lexus,2010.0,2010.0,luxury sedan,auto,183.0,2995.0,3.0,8530.0,32914.0,2618.0,29641.0,111000.0,54324.0,54324.0,84500.0
bmw,2020.0,2020.0,suv,auto,135.0,1998.0,1.0,19050.0,30890.0,1210.0,70145.0,2000.0,45501.0,55702.0,223100.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,135.0,1991.0,2.0,18610.0,54334.0,1202.0,67930.0,87000.0,41801.0,45522.0,153900.0
mercedes-benz,2009.0,2009.0,mpv,auto,200.0,3498.0,3.0,9550.0,42885.0,3797.0,34026.0,148512.0,69598.0,69598.0,83400.0
kia,2018.0,2018.0,mid-sized sedan,auto,93.8,1591.0,1.0,8850.0,30209.0,738.0,31896.0,53000.0,13913.0,13913.0,76800.0
honda,2018.0,2019.0,mid-sized sedan,auto,92.0,1597.0,1.0,9880.0,23680.0,742.0,33164.0,30000.0,19964.0,19964.0,94500.0
volkswagen,2015.0,2016.0,luxury sedan,auto,132.0,1798.0,2.0,11700.0,54920.0,976.0,45785.0,54800.0,31455.0,31037.0,73500.0
kia,2015.0,2016.0,mid-sized sedan,auto,95.3,1591.0,1.0,9720.0,46009.0,738.0,32664.0,120000.0,16536.0,16536.0,58100.0
nissan,2017.0,2017.0,suv,auto,85.0,1197.0,2.0,10470.0,36001.0,508.0,32949.0,60000.0,19881.0,14881.0,77900.0
audi,2019.0,2019.0,suv,auto,185.0,1984.0,1.0,18800.0,48010.0,1194.0,77154.0,34500.0,43630.0,53082.0,190100.0
mercedes-benz,2013.0,2014.0,mpv,auto,120.0,2143.0,1.0,14680.0,63001.0,2038.0,50866.0,200000.0,44350.0,54090.0,77000.0
honda,2018.0,2018.0,hatchback,manual,96.0,1498.0,1.0,11300.0,30209.0,684.0,34092.0,88888.0,16765.0,16765.0,97800.0
audi,2016.0,2016.0,luxury sedan,auto,92.0,1395.0,3.0,11870.0,51507.0,624.0,39055.0,71000.0,25068.0,17096.0,75900.0
bmw,2019.0,2020.0,suv,auto,135.0,1998.0,1.0,18990.0,30890.0,1210.0,63211.0,21000.0,41033.0,49447.0,203800.0
lexus,2016.0,2016.0,luxury sedan,auto,180.0,1998.0,1.0,16660.0,53001.0,1210.0,61294.0,55000.0,37509.0,44513.0,121000.0
bmw,2020.0,2020.0,luxury sedan,auto,103.0,1499.0,2.0,13270.0,39500.0,684.0,67433.0,8000.0,35546.0,41765.0,158200.0
honda,2017.0,2017.0,hatchback,auto,47.0,658.0,1.0,10510.0,46778.0,326.0,34382.0,46500.0,16267.0,6267.0,76800.0
honda,2019.0,2020.0,hatchback,auto,73.0,1317.0,1.0,7980.0,32999.0,578.0,32342.0,18800.0,15621.0,5621.0,77900.0
toyota,2018.0,2018.0,mpv,auto,79.0,1496.0,1.0,9230.0,30209.0,682.0,34559.0,37000.0,17619.0,17619.0,81400.0
mercedes-benz,2009.0,2009.0,luxury sedan,auto,115.0,1597.0,5.0,8080.0,27886.0,890.0,21667.0,129000.0,35926.0,35926.0,69100.0
toyota,2016.0,2016.0,mpv,auto,105.0,1798.0,1.0,10680.0,56410.0,976.0,44454.0,96977.0,19955.0,19955.0,72400.0
mercedes-benz,2016.0,2016.0,luxury sedan,auto,200.0,2996.0,2.0,25780.0,46502.0,2382.0,115712.0,53000.0,89948.0,133907.0,207700.0
honda,2015.0,2016.0,suv,auto,96.0,1496.0,2.0,10480.0,47020.0,682.0,29719.0,62000.0,20638.0,10894.0,60200.0
bmw,2018.0,2018.0,luxury sedan,auto,135.0,1998.0,2.0,18020.0,30959.0,1210.0,70411.0,45000.0,50916.0,63649.0,180400.0
bmw,2013.0,2014.0,luxury sedan,auto,235.0,2979.0,3.0,24780.0,70002.0,2362.0,95582.0,90611.0,86530.0,127754.0,144000.0
ferrari,2008.0,2008.0,sports car,auto,357.0,4308.0,3.0,44970.0,40881.0,6205.0,27261.0,73000.0,183526.0,183526.0,329900.0
toyota,2019.0,2019.0,mid-sized sedan,auto,96.0,1598.0,1.0,9620.0,34001.0,742.0,43636.0,10269.0,20879.0,21231.0,97900.0
mercedes-benz,2021.0,2021.0,luxury sedan,auto,210.0,2925.0,1.0,38140.0,45001.0,3268.0,163406.0,652.0,103774.0,158794.0,500500.0
volkswagen,2010.0,2010.0,hatchback,auto,63.0,1390.0,3.0,8040.0,16570.0,682.0,13519.0,124597.0,15049.0,15049.0,36100.0
honda,2016.0,2016.0,luxury sedan,auto,114.0,1997.0,1.0,11490.0,53001.0,1210.0,52230.0,69000.0,29444.0,33222.0,83400.0
toyota,2015.0,2015.0,mid-sized sedan,auto,90.0,1598.0,2.0,10510.0,59200.0,742.0,38901.0,93000.0,19589.0,19589.0,60000.0
bmw,2017.0,2017.0,luxury sedan,auto,185.0,1998.0,1.0,21790.0,47501.0,1210.0,74007.0,30000.0,49363.0,61109.0,175800.0
bmw,2019.0,2019.0,suv,auto,135.0,1998.0,1.0,19070.0,40001.0,1210.0,71501.0,21643.0,43354.0,52696.0,196700.0
mercedes-benz,2013.0,2015.0,luxury sedan,auto,115.0,1595.0,2.0,14370.0,59889.0,740.0,50417.0,78918.0,31862.0,36607.0,85600.0
alpine,2019.0,2019.0,sports car,auto,185.0,1798.0,1.0,21170.0,48010.0,976.0,87121.0,26123.0,52000.0,65600.0,220000.0
honda,2019.0,2019.0,hatchback,auto,73.0,1318.0,1.0,9090.0,26170.0,578.0,24150.0,41500.0,15738.0,5738.0,79000.0
honda,2016.0,2017.0,mpv,auto,96.0,1496.0,1.0,12180.0,51106.0,682.0,42564.0,75600.0,21860.0,17604.0,86700.0
lexus,2015.0,2015.0,luxury sedan,auto,135.0,2494.0,2.0,15980.0,57501.0,1792.0,58995.0,85000.0,40884.0,49238.0,102100.0
subaru,2016.0,2016.0,suv,auto,84.0,1600.0,2.0,9960.0,47889.0,744.0,33539.0,86000.0,15787.0,15787.0,60200.0
mazda,2018.0,2018.0,mid-sized sedan,auto,88.0,1496.0,1.0,8810.0,23568.0,682.0,27956.0,50000.0,14322.0,14322.0,78600.0
toyota,2019.0,2019.0,mid-sized sedan,auto,79.0,1496.0,2.0,8450.0,25556.0,682.0,29447.0,35000.0,13936.0,13936.0,76800.0
mitsubishi,2007.0,2007.0,sports car,manual,206.0,1998.0,2.0,17590.0,50451.0,1694.0,31211.0,154000.0,32550.0,35805.0,119700.0
mercedes-benz,2015.0,2016.0,suv,auto,90.0,1595.0,1.0,15210.0,51301.0,740.0,40359.0,21933.0,26904.0,24666.0,88900.0
mercedes-benz,2013.0,2014.0,luxury sedan,auto,115.0,1595.0,3.0,13640.0,74991.0,740.0,34937.0,148000.0,29525.0,28335.0,51500.0
honda,2019.0,2019.0,mid-sized sedan,auto,92.0,1597.0,1.0,9810.0,30009.0,742.0,38986.0,26000.0,20215.0,20301.0,96600.0
ferrari,2007.0,2010.0,sports car,auto,360.0,4308.0,6.0,42640.0,37502.0,5318.0,30711.0,38000.0,157469.0,157469.0,385000.0
mercedes-benz,2017.0,2017.0,hatchback,auto,115.0,1595.0,1.0,13340.0,57414.0,740.0,53835.0,51810.0,25996.0,23395.0,105600.0
audi,2016.0,2016.0,suv,auto,110.0,1395.0,1.0,13020.0,56410.0,624.0,51881.0,75029.0,27630.0,30682.0,90200.0
subaru,2015.0,2016.0,suv,auto,84.0,1600.0,1.0,9880.0,45000.0,744.0,31269.0,105000.0,15274.0,15274.0,58100.0
toyota,2009.0,2009.0,mpv,auto,97.0,1794.0,2.0,7240.0,15668.0,1264.0,7572.0,140000.0,18803.0,18803.0,19200.0
aston martin,2015.0,2018.0,sports car,auto,412.0,5935.0,1.0,61900.0,44000.0,6976.0,277477.0,42888.0,200572.0,333030.0,625700.0
audi,2013.0,2013.0,hatchback,auto,90.0,1395.0,3.0,13280.0,74991.0,624.0,25103.0,94653.0,26158.0,13622.0,40500.0
subaru,2015.0,2015.0,suv,auto,84.0,1600.0,2.0,9870.0,57301.0,744.0,37076.0,57000.0,18249.0,18249.0,56100.0
honda,2007.0,2007.0,mpv,auto,103.0,1799.0,2.0,15070.0,25174.0,1467.0,3007.0,190000.0,16732.0,18406.0,9900.0
jaguar,2008.0,2008.0,luxury sedan,auto,175.0,2967.0,6.0,7910.0,37906.0,3287.0,25776.0,100300.0,55806.0,55806.0,59200.0
audi,2019.0,2020.0,luxury sedan,auto,85.0,999.0,1.0,12050.0,37766.0,392.0,51616.0,12000.0,22285.0,23199.0,132900.0
mercedes-benz,2015.0,2015.0,hatchback,auto,90.0,1595.0,5.0,15920.0,56209.0,740.0,36658.0,130000.0,22209.0,18093.0,84700.0
honda,2016.0,2016.0,mid-sized sedan,auto,92.0,1597.0,2.0,10890.0,53000.0,742.0,42370.0,88000.0,19689.0,19689.0,73200.0
mazda,2019.0,2020.0,mid-sized sedan,auto,88.0,1496.0,1.0,9020.0,35990.0,682.0,41988.0,11300.0,21264.0,11770.0,97900.0
kia,2019.0,2020.0,suv,auto,88.3,998.0,2.0,7060.0,13010.0,70.0,18068.0,8500.0,19310.0,9310.0,71300.0
honda,2019.0,2020.0,suv,auto,96.0,1496.0,1.0,9520.0,32000.0,682.0,42037.0,23200.0,20275.0,20385.0,98800.0
mazda,2018.0,2019.0,suv,auto,115.0,1998.0,1.0,8940.0,33689.0,1210.0,38569.0,35000.0,17188.0,17188.0,84500.0
lexus,2017.0,2017.0,luxury sedan,auto,180.0,1998.0,1.0,20500.0,49996.0,1210.0,85009.0,47100.0,55625.0,72125.0,179100.0
mazda,2017.0,2017.0,luxury sedan,auto,121.0,1998.0,1.0,10750.0,52000.0,1210.0,49013.0,63101.0,22796.0,23915.0,86700.0
audi,2016.0,2016.0,suv,auto,185.0,1984.0,2.0,23930.0,51109.0,1194.0,85993.0,33000.0,59038.0,78269.0,183600.0
subaru,2015.0,2016.0,suv,auto,84.0,1600.0,1.0,9990.0,45000.0,744.0,31034.0,105000.0,15274.0,15274.0,58100.0
bmw,2013.0,2013.0,sports car,auto,235.0,2979.0,1.0,26030.0,87910.0,2362.0,87065.0,57500.0,77349.0,111229.0,127400.0
bmw,2019.0,2019.0,luxury sedan,auto,185.0,1998.0,1.0,20880.0,43102.0,1210.0,89708.0,36065.0,57540.0,75572.0,217600.0
lexus,2008.0,2008.0,luxury sedan,auto,153.0,2500.0,4.0,13840.0,25084.0,2520.0,6089.0,134000.0,40966.0,40966.0,18500.0
citroen,2015.0,2015.0,mpv,auto,85.0,1560.0,2.0,8810.0,55889.0,1144.0,26381.0,97000.0,21289.0,6805.0,41800.0
audi,2019.0,2019.0,sports car,auto,169.0,1984.0,2.0,18870.0,38602.0,1194.0,73674.0,9000.0,46408.0,56972.0,197800.0
audi,2014.0,2014.0,luxury sedan,auto,125.0,1798.0,3.0,14230.0,67304.0,976.0,32560.0,94400.0,28964.0,22550.0,56700.0
porsche,2015.0,2016.0,suv,auto,250.0,2997.0,2.0,30140.0,57501.0,2382.0,97487.0,78000.0,72721.0,102898.0,203400.0
hyundai,2009.0,2010.0,mid-sized sedan,auto,89.7,1591.0,2.0,5440.0,32368.0,886.0,27260.0,149587.0,11537.0,11537.0,50400.0
perodua,2009.0,2009.0,hatchback,auto,45.0,989.0,3.0,6370.0,14920.0,507.0,8429.0,25534.0,5882.0,5882.0,19800.0
audi,2018.0,2019.0,hatchback,auto,85.0,999.0,2.0,11000.0,26309.0,392.0,36477.0,26000.0,21569.0,22197.0,103400.0
mini,2020.0,2020.0,sports car,auto,170.0,1998.0,1.0,17520.0,39500.0,1210.0,68219.0,6500.0,41724.0,50414.0,206700.0
bmw,2013.0,2013.0,luxury sedan,auto,135.0,1997.0,2.0,21150.0,97000.0,1210.0,34358.0,120000.0,42734.0,37734.0,55900.0
bmw,2013.0,2013.0,luxury sedan,auto,135.0,1997.0,3.0,16460.0,67304.0,1210.0,36520.0,107000.0,41843.0,45581.0,55900.0
toyota,2019.0,2019.0,suv,auto,170.0,1998.0,1.0,13870.0,48010.0,1210.0,66170.0,18298.0,33306.0,38629.0,139500.0
toyota,2019.0,2019.0,suv,auto,90.0,1797.0,1.0,10040.0,48000.0,974.0,56751.0,23000.0,29495.0,23293.0,103200.0
toyota,2006.0,2006.0,mpv,auto,97.0,1794.0,2.0,7320.0,46048.0,1458.0,21952.0,124000.0,18975.0,20873.0,38400.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,230.0,1991.0,1.0,27920.0,32200.0,1202.0,115996.0,78787.0,83756.0,122761.0,295700.0
hyundai,2011.0,2011.0,mid-sized sedan,auto,95.6,1591.0,1.0,8620.0,22636.0,812.0,21954.0,79190.0,13763.0,13763.0,46000.0
bentley,2013.0,2013.0,sports car,auto,373.0,3993.0,5.0,107440.0,97889.0,3940.0,129511.0,60000.0,205332.0,205332.0,317900.0
toyota,2010.0,2010.0,mid-sized sedan,auto,80.0,1598.0,3.0,7390.0,16604.0,890.0,11591.0,132588.0,16716.0,16716.0,28400.0
honda,2015.0,2015.0,hatchback,auto,96.0,1498.0,3.0,10050.0,56209.0,684.0,29183.0,103000.0,14526.0,9526.0,49500.0
hyundai,2019.0,2019.0,hatchback,auto,95.6,1353.0,1.0,9370.0,30555.0,600.0,38816.0,16700.0,19007.0,19007.0,93300.0
bmw,2011.0,2011.0,luxury sedan,auto,225.0,2979.0,2.0,10930.0,49716.0,2598.0,48572.0,120000.0,67042.0,67042.0,117500.0
audi,2008.0,2009.0,sports car,auto,200.0,1984.0,4.0,12880.0,35411.0,1552.0,27213.0,82000.0,62815.0,62815.0,108900.0
toyota,2009.0,2009.0,mid-sized sedan,auto,80.0,1598.0,3.0,7590.0,13943.0,890.0,7716.0,145825.0,17853.0,17853.0,23100.0
honda,2017.0,2017.0,mpv,auto,129.0,2356.0,1.0,13570.0,52751.0,1630.0,55379.0,67000.0,27932.0,31105.0,107800.0
mercedes-benz,2020.0,2020.0,luxury sedan,auto,95.0,1497.0,1.0,14550.0,33000.0,684.0,58663.0,5500.0,33169.0,38437.0,165900.0
lexus,2018.0,2018.0,luxury sedan,auto,135.0,2494.0,1.0,16110.0,31000.0,1792.0,58140.0,58000.0,40888.0,49244.0,148300.0
bmw,2016.0,2016.0,suv,auto,141.0,1998.0,2.0,15330.0,54901.0,1210.0,57394.0,47000.0,33667.0,39134.0,110900.0
toyota,2016.0,2017.0,suv,auto,111.0,1986.0,1.0,13430.0,53711.0,1196.0,57985.0,66000.0,32640.0,32696.0,110000.0
volkswagen,2019.0,2020.0,sports car,auto,169.0,1984.0,2.0,16660.0,35889.0,1194.0,62514.0,20000.0,35042.0,41059.0,184600.0
hyundai,2019.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,8090.0,31917.0,738.0,34955.0,33000.0,12678.0,12678.0,77900.0
honda,2018.0,2019.0,suv,auto,96.0,1496.0,1.0,9570.0,36704.0,682.0,39140.0,20266.0,23193.0,14471.0,89100.0
audi,2008.0,2009.0,sports car,auto,147.0,1984.0,4.0,9940.0,37502.0,1433.0,30515.0,160000.0,51941.0,51941.0,89000.0
mercedes-benz,2019.0,2020.0,luxury sedan,auto,120.0,1332.0,1.0,14920.0,41361.0,586.0,63532.0,17000.0,32981.0,38174.0,159500.0
