,make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
14541,honda,civic,2018.0,05-jul-2018,mid-sized sedan,"parf car, premium ad car",auto,1324.0,127.0,,1498.0,2.0,12600.0,33900.0,684.0,45066.0,34800.0,26476.0,29067.0,111100.0
14542,toyota,noah,2019.0,16-jan-2020,mpv,"parf car, premium ad car, low mileage car, hybrid cars",auto,1610.0,100.0,petrol-electric,1797.0,1.0,12820.0,38889.0,974.0,52975.0,11000.0,33038.0,28254.0,134000.0
14543,bmw,428i,2014.0,15-aug-2014,luxury sedan,"parf car, direct owner sale",auto,1530.0,180.0,,1997.0,2.0,20640.0,68689.0,1210.0,57056.0,85000.0,52257.0,61063.0,101100.0
14544,bmw,x1,2016.0,25-nov-2016,suv,"parf car, premium ad car, low mileage car",auto,1485.0,141.0,,1998.0,1.0,13930.0,56206.0,1210.0,58977.0,44000.0,33769.0,39277.0,102100.0
14545,mercedes-benz,a180,2014.0,12-feb-2015,hatchback,"parf car, low mileage car",auto,1395.0,90.0,,1595.0,2.0,15390.0,66010.0,740.0,33859.0,63500.0,24905.0,16867.0,68000.0
14546,audi,a5,2010.0,31-mar-2010,luxury sedan,"coe car, premium ad car",auto,1615.0,155.0,,1984.0,5.0,13290.0,17708.0,1433.0,12740.0,130000.0,46950.0,46950.0,52600.0
14547,honda,e,2016.0,10-jun-2016,mpv,"parf car, sgcarmart warranty cars",auto,1855.0,129.0,,2356.0,1.0,13650.0,49156.0,1630.0,49594.0,82000.0,32285.0,37199.0,92400.0
14548,,elantra,2018.0,18-jul-2018,mid-sized sedan,parf car,auto,1345.0,93.8,,1591.0,1.0,8930.0,25000.0,738.0,26506.0,40000.0,12346.0,12346.0,74600.0
14549,nissan,x-trail,2015.0,03-feb-2016,suv,"parf car, premium ad car",auto,1626.0,106.0,,1997.0,1.0,11390.0,60001.0,1210.0,42343.0,94900.0,21714.0,22400.0,68000.0
14550,bmw,116d,2016.0,31-jan-2017,hatchback,parf car,auto,1350.0,85.0,diesel,1496.0,2.0,11550.0,50389.0,1082.0,36162.0,51000.0,25133.0,12187.0,75800.0
14551,mercedes-benz,cla180,2016.0,18-nov-2016,luxury sedan,parf car,auto,1430.0,90.0,,1595.0,2.0,14670.0,50000.0,740.0,45695.0,73207.97487437187,27886.0,26041.0,98800.0
14552,mclaren,12c,2011.0,10-aug-2012,sports car,"parf car, consignment car, low mileage car",auto,1514.0,441.0,,3798.0,3.0,179860.0,88990.0,3634.0,137823.0,54000.0,258949.0,258949.0,327800.0
14553,honda,fit,2019.0,01-jul-2019,hatchback,parf car,auto,1030.0,73.0,,1317.0,1.0,8390.0,26999.0,578.0,25627.0,21217.0,15903.0,5903.0,75700.0
14554,ford,focus,2017.0,18-jan-2018,hatchback,"parf car, premium ad car",auto,1327.0,92.0,,999.0,1.0,8680.0,41400.0,392.0,40802.0,49800.0,19362.0,19362.0,71300.0
14555,mercedes-benz,c180,2011.0,05-jan-2012,sports car,"coe car, direct owner sale",auto,1520.0,115.0,,1796.0,3.0,9740.0,40014.0,974.0,36955.0,103000.0,39782.0,39782.0,99000.0
14556,,lancer,2009.0,02-mar-2009,mid-sized sedan,"coe car, premium ad car",auto,1162.0,79.0,,1584.0,3.0,6950.0,12763.0,954.0,6427.0,150000.0,14693.0,2173.0,19200.0
14557,peugeot,partner,2017.0,17-may-2018,van,premium ad car,auto,1460.0,133.66807772380292,diesel,1560.0,2.0,7340.0,29714.0,1341.5123687119956,19839.0,62000.0,20677.0,1034.0,53900.0
14558,mazda,2,2015.0,24-feb-2016,luxury sedan,parf car,auto,1454.0,121.0,,1998.0,1.0,11010.0,46970.0,1210.0,35608.0,105000.0,20475.0,20665.0,65900.0
14559,nissan,nv350,2014.0,20-jul-2015,van,-,manual,1800.0,133.66807772380292,diesel,2488.0,1.0,9180.0,50502.0,1341.5123687119956,19703.0,80000.0,23612.0,1181.0,39400.0
14560,subaru,forester,2016.0,08-oct-2016,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1566.0,110.0,,1995.0,1.0,10630.0,55501.0,1208.0,40960.0,73207.97487437187,16721.0,16721.0,69100.0
14561,audi,a3,2019.0,27-may-2019,hatchback,"parf car, premium ad car",auto,1275.0,85.0,,999.0,1.0,11600.0,27000.0,392.0,38909.0,32700.0,22826.0,23957.0,112200.0
14562,audi,a5,2011.0,05-jun-2012,luxury sedan,parf car,auto,1615.0,155.0,,1984.0,1.0,28070.0,88990.0,1194.0,31932.0,141000.0,50071.0,50071.0,51500.0
14563,toyota,hiace,2020.0,28-aug-2020,van,"almost new car, premium ad car",auto,1800.0,133.66807772380292,diesel,2754.0,1.0,8740.0,25006.0,1341.5123687119956,22533.0,21000.0,35940.0,1797.0,86700.0
14564,isuzu,tfr87,2018.0,19-apr-2018,truck,premium ad car,manual,1760.0,133.66807772380292,diesel,1898.0,1.0,11040.0,29594.0,1341.5123687119956,19516.0,54710.0,27490.0,1375.0,80100.0
14565,mercedes-benz,a200,2013.0,16-jan-2014,hatchback,"parf car, premium ad car, sgcarmart warranty cars",auto,1395.0,115.0,,1595.0,2.0,18200.0,75556.0,740.0,29195.0,76000.0,26099.0,18539.0,58100.0
14566,mitsubishi,fuso,2014.0,19-jan-2015,truck,premium ad car,auto,3560.0,133.66807772380292,diesel,2998.0,2.0,10680.0,24861.0,1341.5123687119956,8330.0,73207.97487437187,44883.0,2245.0,39400.0
14567,mercedes-benz,s320l,2017.0,29-jun-2017,luxury sedan,parf car,auto,1940.0,200.0,,2996.0,1.0,26130.0,53001.0,2382.0,131913.0,102024.0,90326.0,134587.0,242000.0
14568,honda,vezel,2016.0,15-mar-2017,suv,"parf car, hybrid cars",auto,1280.0,112.0,petrol-electric,1496.0,2.0,11040.0,51000.0,682.0,31824.0,57217.0,23770.0,5000.0,70200.0
14569,honda,jazz,2008.0,08-jun-2009,hatchback,"coe car, premium ad car",auto,1115.0,88.0,,1497.0,6.0,8340.0,14920.0,889.0,8159.0,164250.0,25047.0,22512.0,25100.0
14570,lexus,es,2016.0,31-may-2017,luxury sedan,"parf car, premium ad car",auto,1615.0,135.0,,2494.0,2.0,15630.0,55000.0,1792.0,63512.0,103947.0,36191.0,42668.0,122000.0
14571,,fit,2008.0,26-aug-2008,hatchback,"coe car, premium ad car",auto,1010.0,73.0,,1339.0,3.0,7940.0,17099.0,767.0,6840.0,73207.97487437187,11412.0,11412.0,17500.0
14572,seat,ateca,2018.0,28-aug-2019,suv,parf car,auto,1476.0,110.0,,1395.0,1.0,9940.0,38602.0,624.0,53698.0,26751.0,27404.0,30366.0,104300.0
14573,,corolla,2010.0,18-mar-2010,mid-sized sedan,"coe car, premium ad car",auto,1195.0,80.0,,1598.0,3.0,8810.0,33038.0,890.0,28141.0,190000.0,16716.0,16716.0,82500.0
14574,hyundai,starex,2015.0,29-sep-2015,van,-,manual,1780.0,133.66807772380292,diesel,2497.0,2.0,8740.0,38290.0,1341.5123687119956,15683.0,73207.97487437187,21637.0,1082.0,39400.0
14575,hyundai,accent,2018.0,22-jun-2018,mid-sized sedan,parf car,auto,1115.0,73.6,,1368.0,1.0,7780.0,38941.0,608.0,32394.0,37582.0,7928.0,7928.0,62500.0
14576,bmw,m2,2020.0,01-mar-2021,sports car,"parf car, rare & exotic, almost new car, low mileage car",manual,1550.0,331.0,,2979.0,1.0,41060.0,49001.0,2362.0,163711.0,1157.0,102276.0,156097.0,515800.0
14577,,vezel,2018.0,02-jan-2019,suv,parf car,auto,1190.0,96.0,,1496.0,1.0,9450.0,23568.0,682.0,26753.0,53000.0,21818.0,12546.0,83400.0
14578,,vezel,2019.0,27-feb-2020,suv,"parf car, premium ad car",auto,1190.0,96.0,,1496.0,1.0,9190.0,32999.0,682.0,39434.0,21000.0,23661.0,15126.0,94400.0
14579,land rover,range,2018.0,21-mar-2019,suv,"parf car, rare & exotic",auto,2249.0,202.0,diesel,2993.0,2.0,39810.0,39401.0,3376.0,161098.0,25843.0,112786.0,175015.0,427900.0
14580,mercedes-benz,viano,2011.0,13-sep-2011,mpv,"coe car, consignment car",auto,2217.0,165.0,diesel,2987.0,2.0,9470.0,41823.61992102917,3366.0,44184.92604233483,165800.0,57311.0,57311.0,104300.0
14581,mercedes-benz,c200,2014.0,05-jan-2015,luxury sedan,"parf car, direct owner sale",auto,1465.0,135.0,,1991.0,2.0,19180.0,74000.0,1202.0,46170.0,113000.0,36234.0,32728.0,89000.0
14582,nissan,qashqai,2016.0,21-feb-2017,suv,"parf car, premium ad car",auto,1285.0,85.0,,1197.0,1.0,10370.0,48401.0,508.0,36881.0,72108.0,18725.0,13725.0,70200.0
14583,mercedes-benz,c180,2009.0,21-oct-2009,luxury sedan,coe car,auto,1500.0,115.0,,1597.0,5.0,8310.0,30574.0,890.0,24945.0,132000.0,36978.0,36978.0,74600.0
14584,,estima,2008.0,08-oct-2008,mpv,"coe car, premium ad car",auto,1730.0,125.0,,2362.0,2.0,8540.0,38712.0,2129.0,26207.0,150248.0,37498.0,23314.0,63600.0
14585,land rover,range,2017.0,15-sep-2017,suv,parf car,auto,1884.0,280.0,,2995.0,2.0,29300.0,50000.0,2380.0,129083.0,53000.0,88822.0,131880.0,267200.0
14586,toyota,noah,2020.0,01-feb-2021,mpv,"parf car, almost new car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,1610.0,100.0,petrol-electric,1797.0,1.0,12150.0,50100.0,974.0,65514.0,21000.0,33775.0,24285.0,139500.0
14587,nissan,note,2020.0,01-sep-2020,hatchback,"parf car, almost new car, low mileage car",auto,1048.0,58.0,,1198.0,1.0,7870.0,35710.0,508.0,35967.0,7800.0,13641.0,5000.0,80800.0
14588,toyota,corolla,2010.0,26-oct-2010,mid-sized sedan,coe car,auto,1195.0,80.0,,1598.0,2.0,6240.0,33140.0,816.0,30171.0,147000.0,16716.0,16716.0,62500.0
14589,,golf,2010.0,14-jul-2010,hatchback,"coe car, consignment car",auto,1241.0,90.0,,1390.0,4.0,8310.0,32875.0,744.0,29218.0,73207.97487437187,21907.0,21907.0,81300.0
14590,fiat,doblo,2016.0,14-jun-2016,van,direct owner sale,auto,1500.0,133.66807772380292,diesel,1598.0,1.0,14484.37163485071,42302.0,1341.5123687119956,44184.92604233483,73207.97487437187,19608.0,981.0,41800.0
14591,mazda,2,2021.0,28-may-2021,luxury sedan,"parf car, almost new car, consignment car, low mileage car",auto,1515.0,121.0,,1998.0,1.0,10150.0,58089.0,1210.0,71290.0,1000.0,19469.0,19469.0,119700.0
14592,mitsubishi,fuso,2010.0,22-dec-2010,truck,"coe car, premium ad car",manual,6960.0,133.66807772380292,diesel,12882.0,2.0,8450.0,30656.0,1341.5123687119956,28598.0,73207.97487437187,98960.0,4948.0,86700.0
14593,nissan,qashqai,2017.0,18-may-2017,suv,"parf car, direct owner sale",auto,1285.0,85.0,,1197.0,2.0,9640.0,51106.0,508.0,39465.0,48000.0,18583.0,13583.0,68200.0
14594,kia,carens,2018.0,03-may-2018,mpv,"parf car, premium ad car",auto,1525.0,104.0,diesel,1685.0,1.0,10350.0,39903.0,1318.0,41142.0,41000.0,19301.0,19301.0,86800.0
14595,,corolla,2008.0,11-jun-2008,mid-sized sedan,"coe car, low mileage car",auto,1195.0,80.0,,1598.0,2.0,6590.0,38214.0,1039.0,25975.0,125000.0,16777.0,16777.0,49300.0
14596,toyota,harrier,2016.0,11-may-2016,suv,"parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,1610.0,111.0,,1986.0,1.0,13870.0,51010.0,1196.0,47075.0,49187.0,32807.0,32930.0,90000.0
14597,mercedes-benz,s450,2017.0,12-mar-2018,luxury sedan,"parf car, rare & exotic",auto,1955.0,270.0,,2996.0,1.0,32560.0,45289.0,2382.0,147508.0,60000.0,102854.0,157138.0,321000.0
14598,toyota,voxy,2018.0,17-may-2019,mpv,"opc car, parf car, premium ad car, hybrid cars",auto,1620.0,100.0,petrol-electric,1797.0,1.0,11490.0,31010.0,474.0,45236.0,25000.0,33113.0,28359.0,113300.0
14599,audi,q2,2018.0,26-jun-2018,suv,"parf car, premium ad car, low mileage car",auto,1315.0,85.0,,999.0,1.0,12250.0,34110.0,392.0,45919.0,16000.0,27231.0,30124.0,108700.0
14600,toyota,corolla,2008.0,12-feb-2009,mid-sized sedan,coe car,auto,1195.0,80.0,,1598.0,2.0,6550.0,25727.0,965.0,19172.0,73207.97487437187,16084.0,16084.0,53700.0
14601,kia,cerato,2016.0,08-jun-2017,mid-sized sedan,"parf car, direct owner sale",auto,1295.0,95.3,,1591.0,2.0,8560.0,46489.0,738.0,37962.0,119300.0,14750.0,14750.0,62600.0
14602,hyundai,tucson,2018.0,28-dec-2018,suv,parf car,auto,1594.0,130.0,,1591.0,1.0,11980.0,31001.0,738.0,40484.0,38513.0,22584.0,23618.0,109800.0
14603,bmw,528i,2012.0,12-sep-2012,luxury sedan,"parf car, premium ad car",auto,1620.0,180.0,,1997.0,4.0,25130.0,80191.0,1210.0,34336.0,112035.0,47169.0,47169.0,54900.0
14604,opel,crossland,2020.0,13-apr-2021,suv,"parf car, almost new car, premium ad car, low mileage car",auto,1275.0,88.0,diesel,1499.0,1.0,9810.0,36534.0,1084.0,52149.0,10.0,21853.0,22595.0,116400.0
14605,porsche,panamera,2009.0,04-jan-2010,sports car,"coe car, low mileage car",auto,1875.0,294.0,,4806.0,4.0,16940.0,33018.0,6252.0,25103.0,90000.0,161973.0,161973.0,141700.0
14606,audi,a6,2011.0,15-nov-2011,luxury sedan,"coe car, premium ad car",auto,1565.0,132.0,,1984.0,4.0,9670.0,41823.61992102917,1194.0,44184.92604233483,110000.0,43217.0,43217.0,106500.0
14607,,amg,2011.0,09-feb-2012,sports car,"coe car, premium ad car, low mileage car",auto,1870.0,386.0,,5461.0,3.0,18220.0,40014.0,6236.0,36890.0,59000.0,136191.0,136191.0,184800.0
14608,mercedes-benz,c180,2015.0,29-jan-2016,luxury sedan,parf car,auto,1425.0,115.0,,1595.0,1.0,15660.0,60001.0,740.0,52359.0,118000.0,35590.0,36826.0,96600.0
14609,audi,a3,2014.0,26-mar-2015,luxury sedan,parf car,auto,1310.0,92.0,,1395.0,2.0,12350.0,64700.0,624.0,32973.0,95017.0,27183.0,15057.0,57000.0
14610,bmw,116d,2016.0,18-jul-2016,hatchback,parf car,auto,1350.0,85.0,diesel,1496.0,2.0,12090.0,52301.0,1082.0,32660.0,60000.0,23904.0,10466.0,70200.0
14611,nissan,latio,2007.0,11-mar-2008,mid-sized sedan,"coe car, premium ad car",auto,1110.0,80.0,,1498.0,3.0,7760.0,19637.0,958.0,5972.0,73207.97487437187,14244.0,15669.0,13000.0
14612,mercedes-benz,c180,2012.0,20-mar-2012,luxury sedan,coe car,auto,1500.0,115.0,,1597.0,2.0,7980.0,41823.61992102917,742.0,44184.92604233483,124000.0,30319.0,30319.0,87800.0
14613,mercedes-benz,glc250,2018.0,18-jun-2019,suv,"parf car, premium ad car",auto,1735.0,155.0,,1991.0,1.0,18570.0,48000.0,1202.0,81674.0,45000.0,48005.0,59207.0,191200.0
14614,volkswagen,beetle,2010.0,06-oct-2010,hatchback,"coe car, premium ad car, low mileage car",auto,1240.0,75.0,,1595.0,2.0,7230.0,33140.0,814.0,30171.0,44000.0,18087.0,18087.0,72400.0
14615,mercedes-benz,glc200,2018.0,18-oct-2018,suv,parf car,auto,1705.0,135.0,,1991.0,1.0,18600.0,32001.0,1202.0,61581.0,35000.0,42569.0,51597.0,174700.0
14616,toyota,vellfire,2009.0,05-mar-2009,mpv,"coe car, direct owner sale",auto,2030.0,206.0,,3456.0,4.0,8830.0,31933.0,4030.0,23840.0,73207.97487437187,56749.0,56749.0,72500.0
14617,,amg,2019.0,20-nov-2020,luxury sedan,"parf car, almost new car",auto,1410.0,100.0,,1332.0,1.0,15860.0,39000.0,586.0,71092.0,20000.0,39096.0,46735.0,186900.0
14618,,estima,2013.0,27-jun-2014,mpv,"parf car, premium ad car",auto,1720.0,125.0,,2362.0,1.0,14520.0,65301.0,1638.0,40840.0,73207.97487437187,32281.0,37194.0,65800.0
14619,honda,jazz,2016.0,08-sep-2016,hatchback,parf car,auto,1046.0,96.0,,1498.0,2.0,9480.0,52503.0,684.0,35537.0,73207.97487437187,17112.0,12112.0,59200.0
14620,volkswagen,tiguan,2014.0,19-jul-2016,suv,"parf car, premium ad car",auto,1551.0,118.0,,1390.0,2.0,11620.0,56089.0,620.0,42739.0,61463.0,21288.0,21804.0,74600.0
14621,nissan,x-trail,2016.0,08-jul-2016,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1626.0,106.0,,1997.0,1.0,11300.0,57010.0,1210.0,44276.0,81000.0,22572.0,23601.0,73500.0
14622,honda,civic,2018.0,26-sep-2018,mid-sized sedan,"parf car, premium ad car",auto,1249.0,92.0,,1597.0,2.0,10290.0,30209.0,742.0,36939.0,56809.0,20645.0,20903.0,91200.0
14623,honda,accord,2008.0,17-sep-2008,luxury sedan,"coe car, premium ad car",auto,1370.0,114.0,,1998.0,4.0,9950.0,16689.0,1573.0,6877.0,182570.0,19799.0,19799.0,22600.0
14624,subaru,forester,2015.0,28-aug-2015,suv,parf car,auto,1566.0,110.0,,1995.0,1.0,12430.0,62140.0,1208.0,34671.0,90700.0,13948.0,13948.0,62500.0
14625,mercedes-benz,a200,2018.0,26-dec-2018,hatchback,parf car,auto,1375.0,120.0,,1332.0,1.0,14220.0,31001.0,586.0,50403.0,34339.0,32046.0,36865.0,135100.0
14626,volkswagen,touran,2016.0,12-aug-2016,mpv,parf car,auto,1288.0,110.0,,1395.0,1.0,11900.0,57903.0,624.0,43727.0,120000.0,24573.0,21403.0,76800.0
14627,volkswagen,golf,2018.0,24-apr-2019,hatchback,"parf car, low mileage car",auto,1383.0,92.0,,1395.0,2.0,10480.0,33199.0,624.0,44828.0,23339.0,24334.0,26068.0,102100.0
14628,lexus,is,2006.0,27-oct-2006,luxury sedan,"coe car, premium ad car, low mileage car",auto,1625.0,153.0,,2500.0,3.0,8190.0,54463.0,2700.0,27052.0,128000.0,36637.0,40301.0,44800.0
14629,audi,a4,2017.0,31-oct-2018,luxury sedan,"parf car, premium ad car",auto,1480.0,140.0,,1984.0,2.0,12880.0,32900.0,1194.0,51346.0,65000.0,33206.0,38489.0,123000.0
14630,toyota,dyna,2018.0,04-sep-2018,truck,premium ad car,manual,1720.0,133.66807772380292,diesel,2982.0,1.0,9790.0,26711.0,1341.5123687119956,18778.0,73207.97487437187,27082.0,1355.0,75700.0
14631,toyota,estima,2011.0,25-aug-2011,mpv,coe car,auto,1770.0,125.0,,2362.0,4.0,8450.0,47316.0,1638.0,45825.0,168500.0,38891.0,38891.0,90000.0
14632,honda,e,2017.0,16-oct-2017,mpv,parf car,auto,1855.0,129.0,,2356.0,1.0,13080.0,47501.0,1630.0,55328.0,90000.0,30619.0,34867.0,107600.0
14633,toyota,camry,2016.0,14-mar-2017,luxury sedan,"opc car, parf car, low mileage car",auto,1475.0,133.0,,2494.0,1.0,10470.0,33621.0,1292.0,43710.0,36423.0,29570.0,33398.0,82300.0
14634,toyota,camry,2020.0,07-jun-2021,luxury sedan,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",auto,1554.5509259259259,160.0,petrol-electric,2487.0,1.0,13550.0,58089.0,1341.5123687119956,73931.0,88.0,32698.0,22778.0,158400.0
14635,volkswagen,scirocco,2012.0,24-aug-2012,sports car,"parf car, direct owner sale",auto,1285.0,118.0,,1390.0,4.0,14490.0,59004.0,620.0,18961.0,180000.0,26186.0,26186.0,30300.0
14636,honda,civic,2008.0,17-nov-2009,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,1219.0,103.0,,1799.0,5.0,6980.0,39129.0,1174.0,32214.0,30000.0,26619.0,26619.0,63300.0
14637,bmw,528i,2012.0,10-aug-2012,luxury sedan,"coe car, premium ad car",auto,1695.0,180.0,,1997.0,1.0,10970.0,41823.61992102917,1210.0,44184.92604233483,119123.0,46414.0,46414.0,120800.0
14638,mercedes-benz,sprinter,2017.0,31-may-2018,bus/mini bus,premium ad car,auto,3320.0,133.66807772380292,diesel,2143.0,1.0,12970.0,36003.0,1341.5123687119956,24364.0,73207.97487437187,88264.0,4414.0,96600.0
14639,bmw,x2,2018.0,20-jul-2018,suv,"parf car, low mileage car",auto,1460.0,141.0,,1998.0,1.0,15860.0,32551.0,1210.0,58165.0,27800.0,39816.0,47743.0,146100.0
14640,audi,a4,2019.0,27-jun-2019,luxury sedan,"parf car, consignment car",auto,1480.0,140.0,,1984.0,1.0,13800.0,52410.0,1194.0,67011.0,29000.0,33718.0,39206.0,140600.0
14641,nissan,nv200,2021.0,29-jul-2021,van,"almost new car, premium ad car",auto,1220.0,133.66807772380292,petrol,1597.0,1.0,5520.0,30704.0,1341.5123687119956,30485.0,73207.97487437187,19302.0,966.0,60300.0
14642,honda,hr-v,2018.0,17-dec-2018,suv,"parf car, premium ad car",auto,1191.0,96.0,,1496.0,1.0,9800.0,33798.0,682.0,39432.0,40969.0,19612.0,19612.0,89600.0
14643,,corolla,2018.0,30-may-2018,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,1230.0,96.0,,1598.0,3.0,9550.0,40000.0,742.0,43832.0,31000.0,21690.0,22366.0,83400.0
14644,mercedes-benz,gle400,2016.0,30-may-2016,suv,"parf car, low mileage car",auto,2180.0,245.0,,2996.0,1.0,37250.0,46502.0,2382.0,92845.0,17000.0,71668.0,101003.0,250700.0
14645,infiniti,q60,2017.0,29-dec-2017,sports car,"parf car, consignment car",auto,1692.0,155.0,,1991.0,1.0,14640.0,54334.0,1202.0,66283.0,55500.0,36661.0,43326.0,125200.0
14646,,corolla,2009.0,01-jul-2009,mid-sized sedan,coe car,auto,1195.0,80.0,,1598.0,3.0,5780.0,27886.0,965.0,21614.0,140000.0,17500.0,17500.0,49300.0
14647,honda,freed,2017.0,18-apr-2018,mpv,"parf car, premium ad car, hybrid cars",auto,1430.0,101.0,petrol-electric,1496.0,2.0,11550.0,44000.0,682.0,44829.0,62197.0,28554.0,21976.0,96600.0
14648,porsche,macan,2019.0,30-jul-2020,suv,"parf car, low mileage car",auto,1795.0,185.0,,1984.0,1.0,31280.0,35001.0,1194.0,95211.0,9800.0,62926.0,85267.0,354200.0
14649,mercedes-benz,s400l,2014.0,05-aug-2014,luxury sedan,"parf car, premium ad car",auto,1935.0,245.0,,2996.0,2.0,26400.0,65001.0,2382.0,109271.0,73207.97487437187,99319.0,150775.0,167000.0
14650,toyota,alphard,2010.0,20-sep-2011,mpv,"coe car, premium ad car, low mileage car",auto,1920.0,125.0,,2362.0,1.0,9370.0,41823.61992102917,1638.0,44184.92604233483,96800.0,44006.0,44006.0,103200.0
14651,nissan,nv200,2011.0,25-jul-2011,van,coe car,manual,1300.0,133.66807772380292,diesel,1461.0,2.0,6360.0,41823.61992102917,1341.5123687119956,44184.92604233483,73207.97487437187,21872.0,1094.0,35000.0
14652,honda,fit,2018.0,22-mar-2019,hatchback,"parf car, sgcarmart warranty cars",auto,1030.0,73.0,,1317.0,1.0,8480.0,26309.0,578.0,25260.0,41963.0,17107.0,7107.0,74600.0
14653,bmw,520i,2015.0,17-dec-2015,luxury sedan,parf car,auto,1615.0,135.0,,1997.0,3.0,15780.0,60000.0,1210.0,62160.0,79000.0,42920.0,52088.0,103200.0
14654,suzuki,swift,2008.0,06-feb-2009,hatchback,"coe car, premium ad car",manual,1000.0,67.0,,1328.0,2.0,6300.0,13786.0,759.0,6481.0,134000.0,9818.0,1128.0,16300.0
14655,volvo,s80,2015.0,30-oct-2015,luxury sedan,parf car,auto,1672.0,180.0,,1969.0,2.0,11930.0,62101.0,1176.0,45448.0,86000.0,25596.0,27835.0,70200.0
14656,porsche,718,2016.0,10-jan-2017,sports car,parf car,auto,1365.0,220.0,,1988.0,2.0,36300.0,53001.0,1200.0,105347.0,50000.0,72551.0,102592.0,270400.0
14657,volkswagen,jetta,2011.0,08-sep-2011,mid-sized sedan,coe car,auto,1417.0,118.0,,1390.0,5.0,6780.0,41823.61992102917,620.0,44184.92604233483,141000.0,24364.0,24364.0,74600.0
14658,toyota,hiace,2020.0,28-sep-2020,van,"almost new car, premium ad car",manual,1700.0,133.66807772380292,diesel,2982.0,2.0,8770.0,26644.0,1341.5123687119956,24235.0,73207.97487437187,28234.0,1412.0,87800.0
14659,toyota,estima,2015.0,04-aug-2015,mpv,"parf car, direct owner sale",auto,1790.0,125.0,,2362.0,2.0,13510.0,65501.0,1638.0,46156.0,95000.0,28057.0,31280.0,75800.0
14660,,fuso,2017.0,11-aug-2017,truck,-,manual,2500.0,133.66807772380292,diesel,2998.0,1.0,9360.0,42809.0,1341.5123687119956,25521.0,73207.97487437187,33473.0,1674.0,61400.0
14661,mercedes-benz,e250,2011.0,15-feb-2012,luxury sedan,"parf car, direct owner sale",auto,1650.0,150.0,,1796.0,1.0,14484.37163485071,73890.0,974.0,30492.0,73207.97487437187,53979.0,53979.0,48300.0
14662,honda,cr-v,2018.0,26-nov-2018,suv,"parf car, premium ad car",auto,1640.0,142.0,,1498.0,1.0,13520.0,34381.0,684.0,52974.0,71000.0,32401.0,37362.0,128500.0
14663,volkswagen,scirocco,2011.0,16-feb-2012,sports car,"parf car, premium ad car",auto,1285.0,118.0,,1390.0,3.0,14484.37163485071,52809.0,620.0,15615.0,157000.0,26195.0,26195.0,25100.0
14664,bmw,x1,2020.0,28-sep-2020,suv,"parf car, almost new car",auto,1430.0,103.0,,1499.0,1.0,13330.0,41510.0,684.0,68590.0,10734.0,35079.0,41111.0,156000.0
14665,,lancer,2007.0,16-aug-2007,mid-sized sedan,"coe car, direct owner sale",auto,1313.0,80.0,,1499.0,2.0,14910.0,22700.0,958.0,4416.0,300000.0,15924.0,17517.0,16000.0
14666,mitsubishi,fuso,2019.0,30-sep-2019,truck,"direct owner sale, low mileage car",manual,2060.0,133.66807772380292,diesel,2998.0,1.0,9630.0,25502.0,1341.5123687119956,20660.0,1391.0,30028.0,1502.0,85800.0
14667,kia,cerato,2017.0,04-jun-2018,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,1295.0,95.3,,1591.0,1.0,8850.0,38941.0,738.0,35602.0,31000.0,12547.0,12547.0,72400.0
14668,mercedes-benz,a45,2016.0,27-apr-2017,sports car,"parf car, direct owner sale",auto,1555.0,280.0,,1991.0,2.0,25980.0,54000.0,1202.0,84495.0,46000.0,55536.0,71965.0,201100.0
14669,bmw,320i,2010.0,28-sep-2010,sports car,"coe car, premium ad car",auto,1390.0,115.0,,1995.0,4.0,8330.0,34935.0,1329.0,31776.0,140000.0,35905.0,35905.0,83400.0
14670,kia,carens,2016.0,30-nov-2016,mpv,parf car,auto,1525.0,104.0,diesel,1685.0,1.0,10400.0,53001.0,1318.0,43576.0,139000.0,24497.0,21296.0,71300.0
14671,bmw,x5,2014.0,02-feb-2016,suv,parf car,auto,2030.0,225.0,,2979.0,1.0,21210.0,55089.0,2362.0,81508.0,155000.0,60895.0,81611.0,148500.0
14672,mercedes-benz,amg,2019.0,24-jul-2019,suv,"parf car, premium ad car, hybrid cars",auto,2220.0,286.0,petrol-electric,2999.0,2.0,29640.0,39406.0,2384.0,132032.0,73207.97487437187,90253.0,134456.0,332000.0
14673,hyundai,tucson,2019.0,28-dec-2019,suv,"parf car, low mileage car",auto,1594.0,130.0,,1591.0,1.0,11770.0,36000.0,738.0,47640.0,14000.0,22539.0,23555.0,120800.0
14674,volkswagen,passat,2020.0,01-apr-2021,luxury sedan,"parf car, almost new car, premium ad car",auto,1530.0,140.0,,1984.0,1.0,13180.0,51900.0,1194.0,64565.0,6500.0,29117.0,32764.0,157300.0
